category_id,thread_id,title,question,author,posted_at
2,80,Flexbox navbar background-color issue,"Hey, I am trying to build a navbar, but I get an issue, with the background color, which goes by the items in the navbar. I know it has to do something with the flexbox, but is there any fix to it without using media queries?",🩸Kyros🩸,2025-01-19 17:37:17+00:00
2,81,Zooming Out in HTML CSS,"Hello, I'm currently making a website and I was looking at this web reference and I noticed that when u zoom out, the contents inside of it doesnt move and just stays in the middle. How do you do that? Thanks!",᲼,2025-01-14 15:30:17+00:00
2,85,[Help Needed] Hybrid 1:1 Pomodoro Timer App - Kotlin/TypeScript Builds,do you need help or are you advertising your project?,RazzleFish DazzleFish,2025-01-09 21:34:11+00:00
2,86,Issue with feecodecamp not passing the code but it works when i test it on JSfiddle,Congrats~! You are now level 1!!!Don't want these messages anymore? You can turn them off in your /user-settings,CamperChan,2024-12-11 18:47:30+00:00
2,90,Landing Product Page ( How to insert image),Congrats~! You are now level 6!!!Don't want these messages anymore? You can turn them off in your /user-settings,CamperChan,2024-12-03 17:01:28+00:00
2,91,Learn Responsive Web Design by Building a Piano,Your second .key element should also have a class of black--key.,DreamWalker,2024-11-20 20:20:51+00:00
2,95,CSS Building a Penguin Step 82,Not sure what to do here,DreamWalker,2024-11-30 02:49:38+00:00
2,96,Learn CSS Transforms by building a penguin -step 48,"Step 48Currently, the two .face elements are on top of each other.Fix this, by adding a class of left to the first .face element, and a class of right to the second .face element. <div class=""left-mountain""></div> <div class=""back-mountain""></div> <div class=""sun""></div> <div class=""penguin""> <div class=""penguin-head""> <div class=""face"" class=""left""></div> <div class=""face"" class=""right""></div> </div> <div class=""penguin-body""></div> </div>Check Your Code (Ctrl + Enter)Sorry, your code does not pass. Keep trying.You should give a class of left to the first .face element",DreamWalker,2024-11-28 23:12:19+00:00
2,100,Lear CSs Grid by Building a Magazine,"I am not sure what is going on, I think the check code is just being fickle .",DreamWalker,2024-11-25 21:29:36+00:00
2,101,need help with my bootstrap section cant get to take while right side and responsive,the last image is mine anyone can help please this is urgent ?,brick wall,2024-11-23 12:03:43+00:00
2,105,Tribute Page,"<!DOCTYPE html><html lang=""en""> <head> <meta charset=""utf-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title id=""title"">Dr. Norman Borlaug</title> <link rel=""stylesheet"" href=""styles.css""> </head> <body> <main id=""main""> <h1 id=""title"">Dr. Norman Borlaug</h1><div id=""img-div""> <img id=""image"" > </img><div id=""img-caption"">Ada Lovelace, the first computer programmer.</div> </div><div id=""tribute-info"">The man who saved a billion lives</div><a id=""tribute-link"" target=""_blank"" href=""https://cdn.freecodecamp.org/testable-projects-fcc/images/tribute-page-main-image.jpg"" alt=""https://en.wikipedia.org/wiki/Norman_Borlaug#/media/File:Borlaug90-2004.jpg""> </a></body>.image{ max-width:100%; height:auto; display:center;}.tribute-info{ display:center;}.img-caption{font-size: 14px;text-align: center;}.img-div{font-size: 14px;text-align: center;}img{ display:block;}https://www.freecodecamp.org/learn/2022/responsive-web-design/build-a-tribute-page-project/build-a-tribute-page",DreamWalker,2024-11-19 16:04:28+00:00
2,106,How to achieve the following design,"So, I want to create a responsive layout for this design structure. However, I don't know a way to smooth-out all the vertices of the background shape. Can someone help me up? Codepen Link: https://codepen.io/pixelforge/pen/ZEgPvbR (modifi)",PixelForge,2024-11-14 17:47:55+00:00
2,110,Tribute Page- Project,"Getting errors but not sure whyYour #tribute-info should not be empty.,Your #image should be centered within its parent.,",DreamWalker,2024-11-19 00:37:23+00:00
2,115,Struggling with Web Dev,"Hey everyone, I'm in a Web Dev class right now, but I'm having a hard time. We mainly use JS, Axios, MongoDB, Express, HTML, and CSS. If anyone has resources to be able to understand it better (ex. an online course), please direct me to there. I could really use the material. Thanks.",ian || shenanigans,2024-11-13 21:54:38+00:00
2,116,Learn Accessibility by Building a Quiz-Step-67,"Step 67Finally, certain types of motion-based animations can cause discomfort for some users. In particular, people with vestibular disorders have sensitivity to certain motion triggers.The @media at-rule has a media feature called prefers-reduced-motion to set CSS based on the user's preferences. It can take one of the following values:reduceno-preferenceExample Code@media (feature: value) { selector { styles }}Wrap the style rule that sets scroll-behavior: smooth within a @media at-rule with the media feature prefers-reduced-motion having no-preference set as the value.Well done. You have completed the Accessibility Quiz practice project.@media (prefers-reduced-motion: no-preference) { html { scroll-behavior: smooth; }{scroll-behavior: smooth;,}}Sorry, your code does not pass. Try again.You should have one @media (prefers-reduced-motion: no-preference) rule.",DreamWalker,2024-11-12 19:48:24+00:00
2,120,I can't tell what this is asking step 57 Learn Accessibility by Building a Quiz,"Step 57To align the input boxes with each other, create a new ruleset that targets all input and label elements within an .info element and set the display property to inline-block.Also, align the label element's text to the right.input label{ display:inline-block;}.info input { width: 50%; text-align: left;}.info label { width: 10%; min-width: 55px;}Sorry, your code does not pass. You're getting there.You should use either a .info > label, .info > input or .info label, .info input selector.",DreamWalker,2024-11-12 18:48:32+00:00
2,121,Survey Form Project- Errors,I am getting errors for what I can tell is there?,DreamWalker,2024-11-03 22:16:08+00:00
2,125,Can't load into lessons,"Good day everyone. So, I have been using freecodecamp app seamlessly, for some time now. However, this morning, I tried to load a lesson, as I usually do, only to find that it just won't load. It kept loading indefinitely, and never brought up the actual lesson it's selfAm i the only one experinces this? And can someone pls tell me how I can fix it.",PenLandSaga,2024-11-09 10:52:23+00:00
2,126,"Tribute Page, your #image should be centered within it's parent.","Hi! I recently finished my responsive web design cert, so I decided to go back and update my old projects to look respond better on smaller screens. Whenever I go to submit the code I get this error as stated above.I am at a loss on what to do here. I feel like it's something small I am overlooking and it's frustrating. Here's my codepen.io link.https://codepen.io/StudentProgrammer451/pen/ExqLzNYThank you!",CodingPanda,2024-11-05 01:27:43+00:00
2,130,Survey Form,"<!DOCTYPE html><html lang=""en""><link rel=""stylesheet"" href=""styles.css""><head> <meta charset=""utf-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title>Photo Gallery</title> <link rel=""stylesheet"" href=""./styles.css""></head><body> <main> <h1 id=""title"">freeCodeCamp Survey Form</h1> <p id=""description""> <description>Thank you for taking the time to help us improve the platform </description></p> <form action=""form_handler.php"" method=""post"" id=""survey-form""> <div id=""name"" type=""text""> <label for=""name"">Name</label>  <br></br> <input id=""name"" type=""text"" placeholder="" Enter your name"" requried </input> <br></br> </div><div id=""Email"" type=""text""> <label for=""Email""> Email </label>  <br></br> <input id=""Email"" type=""text"" placeholder=""Enter your email"" requried </input>  <br></br> </div> <div id=""Number""><label for=""Number""> Age (Optional) </label> <br></br> <input id=""Number-label"" type=""text"" placeholder=""Age"" requried </input>  <br></br> </div><label for=""Which option best describes your current role?""> Which option best describes your current role?</label><br></br>  <select id=""dropdown"" type=""button"" placeholder=""Number"">  <option value=""Student"">Student</option> <option value=""Full time Job"">Full time Job</option> <option value=""Full time Learner"">Full time Learner</option> <option value=""Prefer not to say"">Prefer not to say</option> <option value=""Other"">Other</option> </select> <br></br> (modifi)",DreamWalker,2024-11-03 20:00:30+00:00
